20211110_183614(0)-min.jpg,PoseCincoBien,2051.66065,1728.158,-2668.71219,2100.04636,1674.38799,-2502.04433,2129.87113,1679.34368,-2500.93069,2160.61943,1684.25714,-2500.58514,2013.29829,1666.36591,-2502.21056,1981.35182,1662.33444,-2501.54254,1949.7822,1659.53482,-2502.44966,2188.33097,1744.83662,-1620.39037,1904.10452,1711.47869,-1648.3047,2099.81855,1814.86828,-2357.15555,1979.63327,1801.48075,-2362.80555,2295.95267,2072.23846,-1443.51793,1690.83556,2037.5112,-1236.02313,2547.5958,1679.63808,-1866.80435,1382.10417,1623.80882,-1556.72216,2451.97496,1045.63107,-2105.0554,1580.41143,1031.23873,-1917.85331,2446.76107,885.47556,-2399.08649,1635.57796,885.26287,-2171.76551,2387.30163,860.11053,-2266.37995,1698.8334,851.52128,-2076.05566,2380.69012,927.27476,-2108.89116,1692.70623,906.47455,-1927.00865,2155.98378,3167.34295,-45.87473,1792.79033,3147.34165,47.50222,2034.21142,3909.9408,665.55121,1923.57014,3888.17482,402.50611,2031.60012,4447.66319,2178.62253,2026.29093,4528.67397,1569.27407,2034.79094,4513.77651,2271.20775,2048.33514,4619.09557,1641.84622,1958.2853,4668.26454,1363.3779,2029.28435,4741.88461,740.64545
20211110_183614-min.jpg,PoseCincoBien,2050.81074,1742.34306,-3059.10102,2099.42117,1679.0098,-2900.09263,2128.75929,1681.93989,-2899.30839,2158.97913,1684.78294,-2898.81173,2015.6737,1674.31709,-2887.51943,1984.67091,1670.70946,-2886.74211,1954.10577,1668.26689,-2887.69156,2193.00202,1735.86971,-2026.04901,1921.49923,1712.66247,-2003.16502,2103.18972,1820.86647,-2751.97121,1987.89983,1811.47453,-2742.54625,2308.0128,2047.89722,-1869.94527,1723.49007,2018.86963,-1570.32113,2540.05818,1641.61011,-2371.70871,1469.41997,1565.51142,-1881.27568,2468.77745,1000.06176,-2697.17256,1583.60879,971.41766,-2189.34994,2469.04066,833.89149,-3039.00098,1620.29058,818.96055,-2449.72383,2412.32182,801.76472,-2911.64891,1675.83422,775.61537,-2367.08461,2402.27962,868.21844,-2709.39482,1678.80545,825.10139,-2205.15475,2165.74789,3127.48867,-77.54412,1809.38644,3104.22066,79.03913,2023.63306,3881.55453,607.44206,1928.29532,3846.65611,417.44277,2077.58322,4460.91751,1932.18816,2018.8231,4481.521,1539.57578,2096.01319,4534.28181,1995.35291,2045.58274,4575.26527,1609.75134,1991.5868,4678.73039,991.49831,1997.20345,4686.68861,704.06564
20211110_183616-min.jpg,PoseCincoBien,2055.00078,1784.05352,-3037.07566,2106.24728,1727.72455,-2863.42072,2135.23996,1732.41898,-2862.90893,2165.0909,1737.02894,-2862.48897,2021.56934,1719.3152,-2846.56948,1990.80936,1714.64464,-2845.83681,1960.51885,1711.10189,-2846.91786,2196.76621,1789.51115,-1935.69645,1924.89939,1754.06942,-1887.19671,2103.27784,1864.97726,-2709.99255,1989.01616,1850.75718,-2693.53997,2313.91241,2101.66946,-1741.58142,1722.37849,2071.75438,-1389.3578,2558.73546,1704.45242,-2109.46799,1435.77354,1681.59193,-1585.29695,2467.86341,1096.0869,-2305.44895,1633.451,1085.55033,-1886.87116,2458.64855,944.71024,-2643.71868,1694.69826,944.58733,-2142.92675,2402.09543,910.80523,-2498.76525,1758.06439,890.57356,-2068.12208,2395.03395,970.52279,-2307.4674,1749.10133,936.9726,-1903.51614,2171.08312,3190.12894,-104.33127,1815.19434,3168.91468,106.51317,2011.29164,3946.2355,504.15175,1950.54297,3933.23559,425.03303,1991.28101,4520.12661,1918.45989,2080.58856,4597.0182,1591.44027,1995.19925,4593.61965,1990.37555,2112.55414,4688.13881,1660.55813,1923.48856,4743.18031,952.21227,2075.86595,4822.9311,677.48133
20211110_183617-min.jpg,PoseCincoBien,2040.31973,1775.88226,-2138.53468,2087.23881,1718.40523,-1968.11328,2116.91555,1722.02007,-1966.81391,2147.52045,1725.60831,-1966.33804,2001.55524,1711.47955,-1963.73712,1969.89237,1707.41667,-1963.33461,1938.6932,1704.40281,-1964.26559,2176.9599,1775.73326,-1106.06848,1895.85129,1747.15473,-1108.73481,2089.7634,1856.13808,-1837.36823,1971.76241,1844.65599,-1835.87698,2286.5077,2091.12568,-977.32655,1706.91166,2067.99397,-688.99382,2557.65261,1745.42112,-1390.42679,1409.1564,1710.85384,-955.34775,2494.02006,1144.59841,-1510.82565,1595.37018,1116.09738,-1205.69876,2503.53379,976.16993,-1777.75461,1642.85595,959.45234,-1410.44769,2443.42889,964.76303,-1624.38249,1697.39653,935.86195,-1278.77436,2429.16049,1033.00057,-1506.50785,1696.47248,993.58223,-1199.60584,2142.90238,3162.05681,-115.0711,1793.93911,3146.88366,117.76811,1984.3038,3923.27751,269.62361,1900.24926,3903.70811,8.62402,1982.76239,4475.99281,1546.20306,2067.5205,4587.62352,897.11123,1999.26012,4544.16264,1616.13196,2119.43412,4672.84069,931.72589,1907.73261,4712.84225,727.65729,2021.13464,4851.23669,13.60159
20211110_183618-min.jpg,PoseCincoBien,2008.63044,1742.85513,-2694.85576,2060.311,1686.4333,-2517.64032,2091.18745,1691.22694,-2516.62545,2122.90483,1695.9375,-2516.26784,1973.05049,1677.3991,-2523.5602,1940.77488,1672.51499,-2522.94297,1908.9654,1668.84212,-2523.60715,2153.4361,1749.67644,-1586.54898,1868.37449,1712.79482,-1644.10273,2059.38348,1824.60697,-2365.91454,1938.64664,1810.25127,-2380.10265,2261.82485,2052.06104,-1259.41546,1675.12604,2025.03914,-1266.27311,2561.39166,1683.23404,-1523.22479,1413.24922,1635.49965,-1541.1531,2468.49116,1074.11854,-1713.90349,1583.2853,1036.96921,-1758.82323,2455.4744,924.95665,-1988.76526,1633.38301,891.90908,-2007.0222,2385.81345,885.63744,-1851.14511,1697.85201,848.33199,-1888.07715,2380.73784,946.5259,-1713.07872,1693.95622,900.07072,-1755.543,2154.64183,3124.31534,17.22975,1797.74126,3114.98726,-14.74416,2050.89668,3870.97847,654.47125,1940.47679,3877.35947,219.82364,2068.16018,4413.24474,2195.05663,2048.10837,4534.44935,1393.7142,2072.68282,4475.89359,2289.9389,2068.9212,4617.63851,1462.51177,2017.26463,4655.28454,1365.73972,2079.23661,4780.40886,497.26821
20211110_183619-min.jpg,PoseCincoBien,2056.53976,1748.87924,-2650.33301,2112.77374,1687.88298,-2498.7042,2143.16289,1692.54101,-2497.77604,2174.53613,1697.17346,-2497.63982,2027.74755,1678.7851,-2493.96029,1996.97693,1673.76486,-2493.35204,1966.5543,1670.07174,-2494.12165,2213.25983,1752.23316,-1649.81558,1935.26944,1714.32638,-1659.5194,2108.9517,1833.31106,-2349.24903,1992.28266,1818.44347,-2349.08485,2326.54436,2082.46725,-1391.93101,1731.92929,2026.12953,-1342.59803,2598.64463,1687.8495,-1753.54047,1500.58207,1564.06603,-1717.28582,2526.72511,1071.86136,-2064.09327,1622.94447,974.21968,-2058.47701,2520.02408,912.62793,-2376.6676,1661.21576,827.10176,-2347.26651,2463.85628,880.48141,-2269.70341,1718.01426,791.71961,-2264.6201,2455.78738,946.08044,-2083.63547,1721.15557,845.33993,-2077.20213,2164.4947,3199.02649,-3.65316,1803.435,3162.03106,5.67653,2064.27144,3933.74748,721.43579,1871.78684,3861.48972,436.90502,2115.3989,4482.60487,2164.63118,1910.28273,4474.29989,1669.55146,2117.31832,4552.51842,2247.58543,1925.28894,4560.53673,1749.36595,2088.89669,4706.68167,1295.23142,1904.06231,4695.9185,839.33352
20211110_183622-min.jpg,PoseCincoBien,2192.54384,1352.54248,-1440.35417,2248.58568,1302.97697,-1249.72767,2280.59423,1308.7266,-1248.90059,2313.86469,1314.49528,-1248.696,2155.46019,1292.50391,-1244.0769,2122.97165,1287.92716,-1243.56793,2090.9658,1284.49179,-1244.60229,2354.43906,1378.85653,-364.17093,2052.30225,1340.08862,-353.07071,2250.66903,1445.21387,-1137.8618,2122.91778,1429.11796,-1134.85671,2497.81786,1741.17645,-267.70297,1849.67618,1707.4395,-83.36865,2804.23321,1294.59861,-641.20244,1635.09002,1229.20798,-461.91863,2707.05442,687.7165,-821.42958,1749.0522,613.55763,-835.27483,2701.90466,533.82796,-1123.62815,1790.49687,459.71827,-1054.50356,2634.98021,524.13471,-939.17005,1842.65575,433.92889,-964.0487,2624.70303,581.49141,-813.78525,1850.78314,483.20772,-846.87716,2369.24543,2903.68961,-91.79403,1964.45607,2898.07285,94.47847,2199.66765,3810.28931,-177.9392,2104.98293,3806.73592,-108.95774,2142.10673,4563.73924,743.69928,2298.02678,4606.54747,856.58817,2131.42383,4639.91982,768.82484,2368.09357,4691.57238,894.86799,2089.87307,4889.01524,-276.34636,2234.24877,4938.32428,-118.10628
20211110_183623-min.jpg,PoseCincoBien,2192.91069,1351.90304,-1796.84812,2249.57797,1304.65213,-1605.66545,2281.13681,1310.09474,-1604.86749,2313.81262,1315.5261,-1604.68945,2158.30366,1295.69544,-1590.36922,2127.18389,1292.04386,-1589.70261,2096.55756,1289.49692,-1590.39077,2356.80794,1381.84713,-707.02468,2061.42899,1347.62146,-655.18571,2250.93993,1442.60239,-1487.86123,2126.1004,1428.17502,-1472.60245,2502.84806,1738.52531,-592.0334,1858.89783,1707.98847,-353.27899,2826.89863,1299.44633,-961.23909,1608.30369,1201.06075,-762.43088,2682.62247,691.73561,-1222.56038,1757.96152,617.29088,-1159.28583,2661.84209,536.25963,-1548.78974,1806.93059,469.29096,-1394.7115,2592.6129,526.76319,-1366.13184,1866.04025,449.08813,-1292.62859,2589.44644,584.685,-1220.71177,1866.53921,495.93195,-1171.42946,2382.51257,2887.37595,-103.55844,1973.62155,2879.72054,105.90387,2246.63778,3813.76442,-154.69679,2095.51217,3793.77068,-91.8599,2221.77511,4620.16468,683.85343,2238.6697,4609.37851,856.89274,2211.64569,4701.11607,698.73637,2302.14192,4693.76965,890.7458,2173.70263,4929.23275,-397.97327,2164.6122,4918.38753,-144.87683
20211110_183624-min.jpg,PoseCincoBien,2186.5647,1362.47043,-2449.96472,2238.10891,1310.84713,-2247.51232,2268.82322,1315.23917,-2246.93742,2300.62706,1319.58658,-2246.43281,2145.72315,1303.9436,-2244.53955,2113.29682,1300.3981,-2243.743,2081.36908,1297.95742,-2244.7376,2335.93238,1378.66874,-1258.39905,2040.28151,1350.19655,-1271.8627,2240.78255,1449.3255,-2105.53692,2117.64989,1437.31101,-2108.40746,2484.89576,1726.27213,-1125.57515,1828.62194,1700.74556,-867.07283,2764.99643,1311.12831,-1517.06312,1592.23362,1204.74924,-1134.95162,2681.93828,679.91655,-1764.68873,1778.84221,611.17561,-1440.99487,2678.56685,522.64229,-2110.84085,1834.35891,466.01189,-1701.40609,2614.09029,495.28788,-1961.09208,1899.08855,427.16114,-1599.6654,2604.61274,551.56178,-1771.70249,1894.28063,470.40092,-1453.03191,2342.16627,2875.82211,-99.45415,1937.06726,2869.41896,101.94049,2157.75339,3747.46502,36.62661,2065.59005,3761.58897,2.73924,2095.26371,4487.20505,1150.92665,2237.53118,4572.65568,1050.19666,2086.92339,4573.18474,1182.87133,2297.85388,4672.60002,1091.78853,2031.49584,4772.38335,30.91218,2181.19407,4862.11075,-13.44078
20211110_183625-min.jpg,PoseCincoBien,2241.42569,1389.57018,-1884.60708,2301.10396,1334.70875,-1693.4198,2334.36416,1339.28249,-1692.9216,2368.76083,1343.86791,-1692.43982,2204.49596,1327.96555,-1672.74755,2171.30503,1324.53335,-1672.0994,2138.67411,1322.20596,-1673.35772,2417.18271,1405.48654,-764.5883,2107.52779,1377.02671,-692.99427,2304.78093,1481.15307,-1564.27298,2176.2498,1469.53674,-1542.79931,2571.26223,1769.14953,-646.26696,1915.82781,1741.66157,-313.32031,2836.30436,1341.86007,-1085.92778,1692.33887,1265.04324,-594.60039,2728.91149,710.18685,-1307.73741,1857.67338,654.59118,-909.34471,2721.31949,559.84916,-1640.94833,1906.64437,509.83995,-1142.06377,2662.50114,531.33848,-1460.49807,1968.81709,474.0786,-1065.88097,2651.33197,587.73057,-1301.15336,1971.20213,518.45495,-927.78873,2433.43596,2938.53035,-151.2834,2029.47816,2928.89843,154.58827,2273.9014,3799.85195,-111.17729,2136.33474,3810.18768,68.81682,2267.04952,4541.69346,925.27241,2306.09722,4609.4767,1068.03955,2270.98456,4626.75682,947.82899,2371.04479,4705.35507,1107.97046,2200.81489,4830.71354,-182.23982,2238.76513,4905.50056,63.76131
